Time,RFoot_accel.x,RFoot_accel.y,RFoot_accel.z,RFoot_gyro.x,RFoot_gyro.y,RFoot_gyro.z,LFoot_accel.x,LFoot_accel.y,LFoot_accel.z,LFoot_gyro.x,LFoot_gyro.y,LFoot_gyro.z,RShank_accel.x,RShank_accel.y,RShank_accel.z,RShank_gyro.x,RShank_gyro.y,RShank_gyro.z,LShank_accel.x,LShank_accel.y,LShank_accel.z,LShank_gyro.x,LShank_gyro.y,LShank_gyro.z,RThigh_accel.x,RThigh_accel.y,RThigh_accel.z,RThigh_gyro.x,RThigh_gyro.y,RThigh_gyro.z,LThigh_accel.x,LThigh_accel.y,LThigh_accel.z,LThigh_gyro.x,LThigh_gyro.y,LThigh_gyro.z,Pelvis_accel.x,Pelvis_accel.y,Pelvis_accel.z,Pelvis_gyro.x,Pelvis_gyro.y,Pelvis_gyro.z
2.99,3846.2,-5082.77,8426.86,-18.7454,-21.323,-8.13863,11504.6,5089.91,6178.61,27.0358,513.728,16.8816,1591.38,10603.4,-3456.26,11.5937,-48.3963,-18.9621,-5088.77,-5222.43,-2387.89,-47.9707,-82.4477,-305.28,1524.08,9673.79,-3269.34,54.9726,-85.0485,-113.577,-6168.22,-8936.12,1048.73,-92.8696,94.7069,-193.654,5799.86,985.596,770.271,-28.5124,31.3231,-78.2272
2.991,3887.48,-5042.44,8416.61,-18.5021,-21.8158,-9.19683,11656.2,5597.35,6187.31,27.9228,517.963,17.8611,1552.74,10615.9,-3466.43,11.6005,-46.9335,-19.4079,-5020.18,-5220.86,-2528.82,-51.8718,-82.6331,-307.617,1861.17,9657.24,-3264.29,55.521,-83.8237,-113.538,-6015.56,-8837.89,1002.99,-92.3794,98.3477,-194.696,5628.14,1010.35,745.734,-29.4793,31.6199,-77.6937
2.992,3965.0,-4892.92,8403.11,-18.1215,-22.1921,-10.1101,11342.1,5866.01,6150.49,28.1234,519.839,19.0897,1504.88,10624.1,-3247.12,11.4143,-45.6683,-19.7914,-4659.15,-5219.46,-2746.6,-55.6006,-83.3982,-310.338,2162.94,9707.76,-3294.5,55.6756,-82.7231,-113.602,-5913.25,-8733.56,1000.57,-92.1132,100.665,-195.094,5533.27,1035.97,720.258,-30.2637,31.8009,-77.3198
2.993,4047.04,-4729.76,8389.2,-17.7237,-22.5538,-11.0052,10969.9,6104.83,6107.97,28.2382,521.421,20.3494,1455.87,10631.7,-2999.12,11.204,-44.4278,-20.1672,-4261.58,-5218.08,-2973.97,-59.3078,-84.2358,-313.107,2460.29,9766.67,-3329.12,55.7811,-81.638,-113.679,-5817.24,-8628.46,1003.56,-91.8751,102.817,-195.411,5448.01,1061.69,694.664,-31.0253,31.9675,-76.9658
2.994,4129.09,-4566.6,8375.29,-17.326,-22.9154,-11.9003,10597.7,6343.65,6065.45,28.353,523.003,21.6092,1406.86,10639.3,-2751.12,10.9937,-43.1873,-20.543,-3864.0,-5216.71,-3201.35,-63.015,-85.0734,-315.875,2757.65,9825.58,-3363.74,55.8866,-80.5529,-113.757,-5721.22,-8523.36,1006.55,-91.637,104.969,-195.728,5362.74,1087.41,669.071,-31.7869,32.1341,-76.6119
2.995,4211.13,-4403.44,8361.38,-16.9282,-23.2771,-12.7954,10225.4,6582.47,6022.94,28.4678,524.585,22.8689,1357.85,10646.9,-2503.12,10.7834,-41.9468,-20.9187,-3466.43,-5215.34,-3428.73,-66.7222,-85.911,-318.644,3055.0,9884.49,-3398.36,55.992,-79.4678,-113.834,-5625.2,-8418.26,1009.54,-91.3988,107.12,-196.045,5277.48,1113.14,643.477,-32.5485,32.3007,-76.2579
2.996,4289.21,-4257.14,8345.81,-16.4657,-23.5905,-13.531,9735.29,6638.95,5973.19,28.767,525.275,23.8414,1309.13,10665.8,-2277.99,10.5336,-41.0244,-21.283,-3021.37,-5227.26,-3639.12,-70.2934,-86.7262,-321.561,3308.32,9899.88,-3411.9,56.3219,-78.1775,-113.652,-5567.22,-8328.38,1024.01,-90.9892,108.772,-195.992,5221.1,1135.24,628.89,-33.2333,32.4278,-75.9373
2.997,4362.34,-4131.92,8328.15,-15.9224,-23.8434,-14.067,9097.78,6467.51,5914.41,29.2967,524.85,24.4549,1260.77,10698.8,-2081.44,10.2342,-40.4996,-21.633,-2516.96,-5255.81,-3828.25,-73.6944,-87.5136,-324.663,3506.59,9860.86,-3399.08,56.9323,-76.6308,-113.144,-5556.78,-8257.53,1052.81,-90.3651,109.799,-195.477,5200.81,1152.81,628.06,-33.8219,32.5056,-75.6585
2.998,4435.47,-4006.71,8310.5,-15.379,-24.0963,-14.6031,8460.27,6296.07,5855.63,29.8264,524.424,25.0683,1212.41,10731.8,-1884.89,9.9348,-39.9748,-21.9829,-2012.56,-5284.36,-4017.39,-77.0954,-88.301,-327.766,3704.85,9821.84,-3386.27,57.5427,-75.084,-112.637,-5546.34,-8186.67,1081.62,-89.741,110.825,-194.962,5180.53,1170.38,627.231,-34.4105,32.5833,-75.3796
2.999,4508.6,-3881.49,8292.85,-14.8357,-24.3493,-15.1391,7822.76,6124.64,5796.85,30.3561,523.998,25.6818,1164.05,10764.8,-1688.34,9.63541,-39.45,-22.3329,-1508.15,-5312.91,-4206.52,-80.4964,-89.0883,-330.869,3903.12,9782.83,-3373.45,58.1532,-73.5373,-112.129,-5535.9,-8115.82,1110.42,-89.1169,111.852,-194.447,5160.25,1187.95,626.401,-34.9992,32.6611,-75.1008
