Time,RFoot_accel.x,RFoot_accel.y,RFoot_accel.z,RFoot_gyro.x,RFoot_gyro.y,RFoot_gyro.z,LFoot_accel.x,LFoot_accel.y,LFoot_accel.z,LFoot_gyro.x,LFoot_gyro.y,LFoot_gyro.z,RShank_accel.x,RShank_accel.y,RShank_accel.z,RShank_gyro.x,RShank_gyro.y,RShank_gyro.z,LShank_accel.x,LShank_accel.y,LShank_accel.z,LShank_gyro.x,LShank_gyro.y,LShank_gyro.z,RThigh_accel.x,RThigh_accel.y,RThigh_accel.z,RThigh_gyro.x,RThigh_gyro.y,RThigh_gyro.z,LThigh_accel.x,LThigh_accel.y,LThigh_accel.z,LThigh_gyro.x,LThigh_gyro.y,LThigh_gyro.z,Pelvis_accel.x,Pelvis_accel.y,Pelvis_accel.z,Pelvis_gyro.x,Pelvis_gyro.y,Pelvis_gyro.z
4.14,1819.4,253.205,6989.53,-12.4693,371.805,128.843,3795.8,-779.508,10288.9,30.0126,-105.249,-15.6079,3031.76,5508.97,-363.201,2.59153,114.484,258.406,-2053.31,-12531.3,-2856.35,1.14221,-72.4959,32.3402,-6499.26,11438.7,-989.618,5.73975,183.821,167.251,2173.08,-13251.7,-646.738,-31.26,-86.5947,107.303,7959.31,-1846.73,4016.17,46.8594,2.13082,19.3966
4.1405,1866.15,306.043,6951.45,-12.1936,372.061,127.753,3821.64,-863.833,10269.7,30.5155,-105.894,-15.4085,3026.85,5530.65,-316.119,2.20646,114.418,259.609,-1993.57,-12489.4,-2808.14,1.20123,-72.7758,32.3658,-6559.46,11398.6,-977.505,5.44137,183.717,166.741,2263.24,-13173.4,-673.198,-31.2167,-85.8172,106.967,7970.9,-1848.11,4008.89,47.1478,1.14997,19.1668
4.141,1912.9,358.88,6913.37,-11.9178,372.317,126.664,3847.48,-948.157,10250.5,31.0185,-106.539,-15.2091,3021.93,5552.33,-269.038,1.82139,114.353,260.812,-1933.83,-12447.4,-2759.92,1.26025,-73.0557,32.3914,-6619.66,11358.6,-965.392,5.14299,183.613,166.231,2353.39,-13095.1,-699.657,-31.1735,-85.0398,106.632,7982.49,-1849.5,4001.61,47.4363,0.169122,18.937
4.1415,1959.66,411.718,6875.29,-11.642,372.573,125.575,3873.32,-1032.48,10231.3,31.5214,-107.184,-15.0098,3017.02,5574.02,-221.956,1.43633,114.288,262.014,-1874.09,-12405.5,-2711.71,1.31928,-73.3356,32.4171,-6679.85,11318.5,-953.279,4.84461,183.509,165.721,2443.54,-13016.9,-726.117,-31.1303,-84.2623,106.297,7994.07,-1850.88,3994.33,47.7247,-0.811725,18.7072
4.142,2006.41,464.556,6837.21,-11.3663,372.828,124.486,3899.16,-1116.81,10212.1,32.0243,-107.829,-14.8104,3012.1,5595.7,-174.874,1.05126,114.222,263.217,-1814.35,-12363.5,-2663.49,1.3783,-73.6156,32.4427,-6740.05,11278.4,-941.166,4.54623,183.405,165.211,2533.69,-12938.6,-752.576,-31.0871,-83.4849,105.961,8005.66,-1852.27,3987.05,48.0131,-1.79257,18.4774
4.1425,2024.04,511.3,6834.46,-11.1231,372.927,123.467,3925.41,-1159.0,10186.4,32.4521,-108.449,-14.6743,2990.89,5632.64,-130.419,0.599523,114.121,264.344,-1775.36,-12307.2,-2621.72,1.34479,-73.8943,32.5039,-6796.03,11225.8,-952.972,4.23854,183.308,164.678,2603.24,-12867.5,-776.569,-30.9524,-82.6124,105.602,8010.46,-1847.47,3966.61,48.2375,-2.61822,18.2928
4.143,2018.35,553.17,6859.98,-10.9059,372.9,122.504,3951.99,-1167.49,10155.6,32.8199,-109.05,-14.5889,2956.64,5681.78,-88.0638,0.0944544,113.991,265.412,-1752.96,-12239.4,-2585.09,1.23726,-74.172,32.5935,-6848.62,11163.1,-983.913,3.92341,183.216,164.126,2656.3,-12802.2,-798.589,-30.7446,-81.664,105.223,8009.84,-1837.73,3935.63,48.4106,-3.31971,18.1444
4.1435,2012.67,595.039,6885.5,-10.6887,372.873,121.541,3978.57,-1175.97,10124.7,33.1877,-109.651,-14.5035,2922.39,5730.92,-45.7089,-0.410614,113.86,266.479,-1730.57,-12171.5,-2548.46,1.12973,-74.4497,32.6832,-6901.21,11100.4,-1014.85,3.60827,183.125,163.575,2709.36,-12736.9,-820.609,-30.5368,-80.7155,104.844,8009.22,-1827.99,3904.66,48.5838,-4.02119,17.996
4.144,2006.98,636.909,6911.02,-10.4715,372.846,120.578,4005.16,-1184.46,10093.9,33.5555,-110.251,-14.418,2888.14,5780.06,-3.35397,-0.915683,113.73,267.547,-1708.17,-12103.7,-2511.83,1.0222,-74.7274,32.7728,-6953.81,11037.7,-1045.8,3.29313,183.033,163.023,2762.42,-12671.6,-842.63,-30.329,-79.7671,104.465,8008.59,-1818.25,3873.69,48.757,-4.72268,17.8476
4.1445,2001.3,678.779,6936.53,-10.2543,372.819,119.615,4031.74,-1192.95,10063.0,33.9233,-110.852,-14.3326,2853.9,5829.2,39.001,-1.42075,113.6,268.614,-1685.78,-12035.8,-2475.2,0.914665,-75.0051,32.8625,-7006.4,10975.0,-1076.74,2.978,182.941,162.472,2815.49,-12606.3,-864.65,-30.1212,-78.8186,104.086,8007.97,-1808.51,3842.71,48.9301,-5.42417,17.6992
4.145,1995.62,720.648,6962.05,-10.0371,372.793,118.652,4058.32,-1201.44,10032.2,34.2911,-111.453,-14.2472,2819.65,5878.34,81.3559,-1.92582,113.47,269.682,-1663.38,-11968.0,-2438.57,0.807133,-75.2828,32.9521,-7059.0,10912.3,-1107.68,2.66286,182.849,161.92,2868.55,-12541.0,-886.67,-29.9134,-77.8701,103.707,8007.35,-1798.76,3811.74,49.1033,-6.12566,17.5508
4.1455,1989.93,762.518,6987.57,-9.81986,372.766,117.689,4084.9,-1209.93,10001.4,34.6589,-112.054,-14.1617,2785.4,5927.48,123.711,-2.43089,113.34,270.749,-1640.99,-11900.2,-2401.94,0.699601,-75.5605,33.0418,-7111.59,10849.6,-1138.62,2.34772,182.758,161.369,2921.61,-12475.6,-908.69,-29.7056,-76.9217,103.328,8006.72,-1789.02,3780.77,49.2765,-6.82714,17.4024
4.146,1984.25,804.388,7013.09,-9.60267,372.739,116.725,4111.48,-1218.41,9970.52,35.0267,-112.655,-14.0763,2751.15,5976.62,166.066,-2.93596,113.209,271.816,-1618.59,-11832.3,-2365.31,0.592069,-75.8382,33.1314,-7164.18,10787.0,-1169.56,2.03258,182.666,160.817,2974.67,-12410.3,-930.71,-29.4978,-75.9732,102.949,8006.1,-1779.28,3749.8,49.4496,-7.52863,17.2541
4.1465,1978.56,846.257,7038.61,-9.38547,372.712,115.762,4138.06,-1226.9,9939.67,35.3945,-113.255,-13.9909,2716.9,6025.76,208.421,-3.44103,113.079,272.884,-1596.2,-11764.5,-2328.68,0.484537,-76.116,33.2211,-7216.78,10724.3,-1200.5,1.71745,182.574,160.266,3027.73,-12345.0,-952.73,-29.29,-75.0248,102.57,8005.48,-1769.54,3718.82,49.6228,-8.23012,17.1057
4.147,1989.43,875.775,7062.94,-9.42856,372.713,114.749,4149.67,-1189.09,9917.77,35.5703,-113.728,-13.907,2677.23,6079.83,251.459,-3.97834,112.828,273.941,-1582.01,-11720.4,-2301.61,0.424221,-76.3531,33.2559,-7266.49,10664.3,-1210.22,1.54272,182.438,159.729,3065.1,-12280.3,-998.861,-29.1479,-73.9815,102.208,7996.78,-1744.16,3677.32,49.7378,-8.63869,16.9279
4.1475,2008.58,899.118,7086.68,-9.60179,372.728,113.71,4153.8,-1128.13,9900.34,35.6501,-114.136,-13.8238,2634.85,6136.38,294.839,-4.53177,112.516,274.992,-1571.94,-11688.2,-2279.32,0.387513,-76.5699,33.2634,-7314.77,10605.8,-1209.32,1.4382,182.281,159.199,3094.61,-12215.8,-1057.05,-29.0385,-72.8908,101.853,7984.04,-1710.95,3630.54,49.8237,-8.9008,16.7354
4.148,2027.72,922.461,7110.41,-9.77503,372.743,112.671,4157.93,-1067.17,9882.91,35.7298,-114.544,-13.7407,2592.47,6192.93,338.218,-5.0852,112.205,276.044,-1561.87,-11656.0,-2257.02,0.350806,-76.7867,33.2709,-7363.05,10547.2,-1208.42,1.33367,182.124,158.669,3124.12,-12151.3,-1115.23,-28.9292,-71.8001,101.499,7971.3,-1677.74,3583.77,49.9096,-9.16291,16.543
4.1485,2046.87,945.803,7134.15,-9.94827,372.759,111.632,4162.05,-1006.21,9865.48,35.8096,-114.952,-13.6575,2550.1,6249.47,381.598,-5.63863,111.893,277.095,-1551.79,-11623.8,-2234.73,0.314098,-77.0035,33.2783,-7411.32,10488.6,-1207.52,1.22915,181.966,158.14,3153.63,-12086.9,-1173.42,-28.8199,-70.7094,101.145,7958.57,-1644.54,3537.0,49.9955,-9.42502,16.3505
4.149,2066.01,969.146,7157.88,-10.1215,372.774,110.593,4166.17,-945.248,9848.04,35.8894,-115.36,-13.5744,2507.72,6306.02,424.978,-6.19206,111.581,278.147,-1541.72,-11591.6,-2212.44,0.27739,-77.2204,33.2858,-7459.6,10430.0,-1206.63,1.12463,181.809,157.61,3183.14,-12022.4,-1231.61,-28.7105,-69.6188,100.791,7945.83,-1611.33,3490.22,50.0814,-9.68713,16.1581
4.1495,2085.16,992.488,7181.62,-10.2947,372.789,109.554,4170.3,-884.287,9830.61,35.9692,-115.768,-13.4913,2465.34,6362.56,468.358,-6.74549,111.27,279.198,-1531.64,-11559.4,-2190.15,0.240682,-77.4372,33.2932,-7507.88,10371.5,-1205.73,1.0201,181.652,157.081,3212.65,-11957.9,-1289.79,-28.6012,-68.5281,100.436,7933.1,-1578.13,3443.45,50.1673,-9.94924,15.9656
4.15,2104.3,1015.83,7205.35,-10.468,372.804,108.516,4174.43,-823.327,9813.18,36.049,-116.176,-13.4081,2422.96,6419.11,511.738,-7.29892,110.958,280.25,-1521.57,-11527.3,-2167.86,0.203975,-77.654,33.3007,-7556.15,10312.9,-1204.83,0.915578,181.494,156.551,3242.16,-11893.5,-1347.98,-28.4919,-67.4374,100.082,7920.36,-1544.92,3396.68,50.2532,-10.2114,15.7732
4.1505,2123.45,1039.17,7229.09,-10.6412,372.819,107.477,4178.55,-762.366,9795.75,36.1287,-116.584,-13.325,2380.58,6475.66,555.117,-7.85236,110.646,281.302,-1511.49,-11495.1,-2145.57,0.167267,-77.8708,33.3082,-7604.43,10254.3,-1203.93,0.811055,181.337,156.021,3271.67,-11829.0,-1406.17,-28.3825,-66.3467,99.7279,7907.63,-1511.72,3349.9,50.3392,-10.4735,15.5807
4.151,2142.59,1062.52,7252.82,-10.8144,372.835,106.438,4182.68,-701.405,9778.31,36.2085,-116.992,-13.2418,2338.2,6532.2,598.497,-8.40579,110.335,282.353,-1501.42,-11462.9,-2123.28,0.130559,-78.0877,33.3156,-7652.71,10195.8,-1203.04,0.706531,181.18,155.492,3301.19,-11764.5,-1464.35,-28.2732,-65.256,99.3737,7894.89,-1478.51,3303.13,50.4251,-10.7356,15.3882
4.1515,2193.53,1078.27,7271.5,-10.8378,373.163,105.569,4211.43,-704.486,9745.15,36.2524,-117.348,-13.1411,2290.27,6589.01,620.479,-8.94705,109.975,283.423,-1480.71,-11436.2,-2098.22,0.229346,-78.0222,33.4185,-7679.14,10148.5,-1197.06,0.672101,181.04,155.027,3308.7,-11696.5,-1516.06,-28.1656,-64.1209,99.0289,7888.82,-1445.82,3258.55,50.5133,-10.5731,15.3383
4.152,2253.56,1091.85,7288.74,-10.8184,373.581,104.749,4247.22,-725.864,9707.5,36.286,-117.69,-13.0353,2240.75,6645.9,636.346,-9.48483,109.602,284.497,-1456.96,-11411.0,-2072.38,0.366845,-77.8762,33.5486,-7699.34,10104.5,-1189.62,0.657698,180.904,154.581,3309.93,-11627.5,-1565.91,-28.0585,-62.9731,98.6867,7884.66,-1413.27,3214.59,50.6022,-10.2892,15.329
4.1525,2313.58,1105.43,7305.98,-10.7989,373.999,103.929,4283.01,-747.242,9669.85,36.3195,-118.033,-12.9296,2191.22,6702.79,652.214,-10.0226,109.23,285.572,-1433.21,-11385.9,-2046.54,0.504344,-77.7301,33.6787,-7719.53,10060.4,-1182.19,0.643295,180.769,154.135,3311.17,-11558.5,-1615.76,-27.9514,-61.8254,98.3446,7880.49,-1380.73,3170.63,50.6911,-10.0054,15.3197
