Time,RFoot_accel.x,RFoot_accel.y,RFoot_accel.z,RFoot_gyro.x,RFoot_gyro.y,RFoot_gyro.z,LFoot_accel.x,LFoot_accel.y,LFoot_accel.z,LFoot_gyro.x,LFoot_gyro.y,LFoot_gyro.z,RShank_accel.x,RShank_accel.y,RShank_accel.z,RShank_gyro.x,RShank_gyro.y,RShank_gyro.z,LShank_accel.x,LShank_accel.y,LShank_accel.z,LShank_gyro.x,LShank_gyro.y,LShank_gyro.z,RThigh_accel.x,RThigh_accel.y,RThigh_accel.z,RThigh_gyro.x,RThigh_gyro.y,RThigh_gyro.z,LThigh_accel.x,LThigh_accel.y,LThigh_accel.z,LThigh_gyro.x,LThigh_gyro.y,LThigh_gyro.z,Pelvis_accel.x,Pelvis_accel.y,Pelvis_accel.z,Pelvis_gyro.x,Pelvis_gyro.y,Pelvis_gyro.z
3.96,4157.16,-1000.07,9280.5,17.2098,-33.1822,3.9337,1534.35,4352.29,6386.82,-10.7744,308.177,-205.812,-197.138,10342.7,-147.097,-4.30638,0.826548,-50.1148,4758.53,-6622.3,258.454,-24.4251,29.6322,-293.421,777.602,9870.76,-1239.16,18.8579,-26.0808,-77.7196,-5356.75,-10320.0,-240.157,-79.2744,149.801,-109.74,8237.17,-663.861,962.469,-9.71498,11.4614,-17.3929
3.9605,4154.18,-1025.71,9283.77,16.8421,-33.5804,3.88433,1604.78,4247.34,6416.68,-12.3752,307.909,-205.863,-189.727,10346.5,-130.149,-4.20652,0.657883,-50.2239,4681.83,-6651.91,361.676,-23.2732,29.7876,-294.086,757.618,9899.09,-1220.21,18.632,-26.0286,-77.689,-5394.53,-10293.5,-258.053,-77.6602,151.877,-110.196,8240.39,-631.487,983.612,-9.82902,11.7319,-17.2594
3.961,4151.2,-1051.35,9287.03,16.4745,-33.9786,3.83495,1675.22,4142.39,6446.53,-13.976,307.641,-205.913,-182.315,10350.3,-113.201,-4.10666,0.489217,-50.333,4605.13,-6681.51,464.898,-22.1213,29.943,-294.751,737.633,9927.42,-1201.27,18.4061,-25.9764,-77.6585,-5432.32,-10267.0,-275.95,-76.0461,153.952,-110.653,8243.62,-599.113,1004.76,-9.94305,12.0024,-17.1258
3.9615,4148.21,-1076.98,9290.29,16.1068,-34.3768,3.78558,1745.65,4037.44,6476.39,-15.5769,307.373,-205.964,-174.904,10354.1,-96.2524,-4.0068,0.320552,-50.4421,4528.43,-6711.11,568.121,-20.9693,30.0985,-295.415,717.648,9955.75,-1182.32,18.1802,-25.9242,-77.6279,-5470.1,-10240.5,-293.846,-74.4319,156.028,-111.11,8246.84,-566.739,1025.9,-10.0571,12.2729,-16.9923
3.962,4145.23,-1102.62,9293.56,15.7391,-34.775,3.73621,1816.08,3932.49,6506.25,-17.1777,307.105,-206.015,-167.493,10357.9,-79.3041,-3.90694,0.151886,-50.5512,4451.73,-6740.71,671.343,-19.8174,30.2539,-296.08,697.664,9984.08,-1163.37,17.9543,-25.872,-77.5973,-5507.89,-10214.1,-311.743,-72.8177,158.104,-111.566,8250.07,-534.365,1047.04,-10.1711,12.5434,-16.8587
3.9625,4142.25,-1128.26,9296.82,15.3715,-35.1731,3.68683,1886.51,3827.55,6536.11,-18.7785,306.837,-206.066,-160.081,10361.7,-62.3557,-3.80708,-0.0167792,-50.6603,4375.02,-6770.31,774.566,-18.6655,30.4094,-296.744,677.679,10012.4,-1144.43,17.7284,-25.8198,-77.5667,-5545.67,-10187.6,-329.639,-71.2036,160.18,-112.023,8253.29,-501.991,1068.18,-10.2851,12.8139,-16.7252
3.963,4139.27,-1153.9,9300.09,15.0038,-35.5713,3.63746,1956.94,3722.6,6565.97,-20.3793,306.569,-206.116,-152.67,10365.5,-45.4074,-3.70722,-0.185445,-50.7694,4298.32,-6799.91,877.788,-17.5135,30.5648,-297.409,657.695,10040.7,-1125.48,17.5025,-25.7676,-77.5362,-5583.46,-10161.1,-347.536,-69.5894,162.255,-112.479,8256.52,-469.617,1089.33,-10.3992,13.0844,-16.5916
3.9635,4136.29,-1179.54,9303.35,14.6361,-35.9695,3.58809,2027.37,3617.65,6595.82,-21.9802,306.301,-206.167,-145.258,10369.3,-28.459,-3.60736,-0.35411,-50.8785,4221.62,-6829.51,981.011,-16.3616,30.7203,-298.074,637.71,10069.1,-1106.53,17.2766,-25.7154,-77.5056,-5621.24,-10134.6,-365.432,-67.9752,164.331,-112.936,8259.74,-437.243,1110.47,-10.5132,13.3549,-16.4581
3.964,4133.3,-1205.17,9306.62,14.2684,-36.3677,3.53871,2097.81,3512.7,6625.68,-23.581,306.033,-206.218,-137.847,10373.1,-11.5107,-3.5075,-0.522776,-50.9876,4144.92,-6859.11,1084.23,-15.2097,30.8757,-298.738,617.725,10097.4,-1087.58,17.0507,-25.6632,-77.475,-5659.03,-10108.2,-383.329,-66.361,166.407,-113.392,8262.96,-404.869,1131.61,-10.6272,13.6254,-16.3245
3.9645,4131.06,-1228.73,9308.74,13.8987,-36.7648,3.49869,2171.89,3408.43,6658.23,-25.122,305.795,-206.226,-131.105,10379.0,2.99271,-3.41789,-0.684531,-51.0958,4065.78,-6886.82,1179.54,-14.1249,31.0172,-299.398,600.272,10125.9,-1068.04,16.8016,-25.6254,-77.4496,-5697.6,-10083.3,-406.627,-64.6399,168.55,-113.908,8266.25,-371.417,1150.12,-10.7231,13.8858,-16.1895
