Time,RFoot_accel.x,RFoot_accel.y,RFoot_accel.z,RFoot_gyro.x,RFoot_gyro.y,RFoot_gyro.z,LFoot_accel.x,LFoot_accel.y,LFoot_accel.z,LFoot_gyro.x,LFoot_gyro.y,LFoot_gyro.z,RShank_accel.x,RShank_accel.y,RShank_accel.z,RShank_gyro.x,RShank_gyro.y,RShank_gyro.z,LShank_accel.x,LShank_accel.y,LShank_accel.z,LShank_gyro.x,LShank_gyro.y,LShank_gyro.z,RThigh_accel.x,RThigh_accel.y,RThigh_accel.z,RThigh_gyro.x,RThigh_gyro.y,RThigh_gyro.z,LThigh_accel.x,LThigh_accel.y,LThigh_accel.z,LThigh_gyro.x,LThigh_gyro.y,LThigh_gyro.z,Pelvis_accel.x,Pelvis_accel.y,Pelvis_accel.z,Pelvis_gyro.x,Pelvis_gyro.y,Pelvis_gyro.z
2.67,4325.83,1116.83,8650.21,33.95,-18.2571,2.96858,3091.12,-2755.1,7580.23,79.6643,310.345,10.2806,-2484.3,10046.6,-574.04,-2.5147,16.4263,-28.9901,-823.71,5236.36,-231.84,9.18095,24.959,-226.716,727.435,12570.9,-1961.3,65.8316,28.3172,-89.6269,-1326.98,-10178.0,-1878.34,-64.6824,65.4589,-151.155,7998.77,1461.86,956.472,8.55353,2.66648,-43.225
2.6705,4316.89,1100.23,8653.28,33.709,-17.9944,2.92604,3131.7,-2772.83,7589.16,80.6985,311.202,10.4492,-2484.88,10048.4,-550.683,-2.4311,16.1527,-28.8984,-809.078,5275.78,-202.937,9.09552,25.9012,-227.802,750.934,12500.5,-1927.26,66.216,28.8629,-89.3471,-1305.39,-10177.0,-1884.66,-65.237,64.0181,-150.976,7988.22,1534.17,966.299,8.49656,2.79978,-43.3706
2.671,4307.96,1083.63,8656.35,33.4681,-17.7318,2.88349,3172.28,-2790.55,7598.09,81.7326,312.058,10.6177,-2485.45,10050.3,-527.326,-2.34751,15.879,-28.8066,-794.445,5315.2,-174.034,9.01009,26.8434,-228.888,774.432,12430.2,-1893.22,66.6003,29.4086,-89.0672,-1283.81,-10176.0,-1890.98,-65.7915,62.5772,-150.797,7977.66,1606.48,976.126,8.4396,2.93307,-43.5161
2.6715,4308.78,1106.78,8645.41,33.3158,-17.4525,2.79391,3202.62,-2788.38,7613.65,82.6667,312.774,10.5286,-2489.93,10055.1,-511.96,-2.25608,15.5867,-28.7312,-799.798,5356.44,-130.487,8.88257,27.622,-229.958,802.176,12354.4,-1851.59,67.3218,29.7466,-88.711,-1293.47,-10176.9,-1905.88,-65.9329,61.3133,-150.748,7973.09,1678.82,970.503,8.0795,3.01371,-43.4992
2.672,4312.39,1141.29,8630.47,33.1889,-17.1684,2.6909,3230.04,-2780.53,7631.1,83.5721,313.449,10.3659,-2495.52,10060.7,-498.877,-2.16242,15.2892,-28.6605,-810.86,5398.2,-82.7573,8.74302,28.3539,-231.022,831.131,12277.0,-1807.78,68.1396,30.0254,-88.3331,-1312.04,-10178.4,-1923.23,-65.9563,60.0999,-150.736,7970.22,1751.18,960.467,7.6328,3.0793,-43.4359
2.6725,4316.01,1175.8,8615.52,33.062,-16.8844,2.58788,3257.45,-2772.67,7648.55,84.4776,314.125,10.2033,-2501.12,10066.2,-485.794,-2.06875,14.9916,-28.5898,-821.923,5439.97,-35.0271,8.60347,29.0858,-232.086,860.087,12199.7,-1763.97,68.9575,30.3042,-87.9551,-1330.62,-10179.8,-1940.59,-65.9796,58.8866,-150.725,7967.35,1823.54,950.43,7.1861,3.1449,-43.3725
2.673,4319.62,1210.31,8600.58,32.9351,-16.6003,2.48487,3284.87,-2764.82,7666.0,85.3831,314.8,10.0406,-2506.71,10071.8,-472.711,-1.97509,14.694,-28.5192,-832.985,5481.73,12.703,8.46393,29.8177,-233.15,889.043,12122.3,-1720.17,69.7753,30.5829,-87.5771,-1349.2,-10181.3,-1957.94,-66.0029,57.6732,-150.713,7964.48,1895.89,940.393,6.7394,3.21049,-43.3092
2.6735,4323.23,1244.82,8585.63,32.8082,-16.3163,2.38185,3312.28,-2756.96,7683.45,86.2886,315.475,9.87794,-2512.3,10077.4,-459.628,-1.88142,14.3964,-28.4485,-844.048,5523.49,60.4332,8.32438,30.5495,-234.214,917.999,12045.0,-1676.36,70.5931,30.8617,-87.1992,-1367.78,-10182.7,-1975.29,-66.0263,56.4598,-150.701,7961.61,1968.25,930.356,6.29269,3.27608,-43.2459
2.674,4326.84,1279.33,8570.69,32.6813,-16.0323,2.27884,3339.69,-2749.11,7700.9,87.194,316.151,9.71527,-2517.89,10083.0,-446.544,-1.78776,14.0989,-28.3778,-855.11,5565.26,108.163,8.18483,31.2814,-235.279,946.955,11967.6,-1632.56,71.411,31.1404,-86.8212,-1386.36,-10184.2,-1992.65,-66.0496,55.2464,-150.689,7958.74,2040.61,920.319,5.84599,3.34168,-43.1826
2.6745,4330.46,1313.84,8555.74,32.5543,-15.7482,2.17582,3367.11,-2741.25,7718.34,88.0995,316.826,9.5526,-2523.49,10088.5,-433.461,-1.69409,13.8013,-28.3071,-866.172,5607.02,155.893,8.04528,32.0133,-236.343,975.911,11890.3,-1588.75,72.2288,31.4192,-86.4433,-1404.94,-10185.7,-2010.0,-66.0729,54.0331,-150.677,7955.87,2112.97,910.283,5.39929,3.40727,-43.1192
2.675,4334.07,1348.35,8540.8,32.4274,-15.4642,2.07281,3394.52,-2733.4,7735.79,89.005,317.501,9.38994,-2529.08,10094.1,-420.378,-1.60043,13.5037,-28.2364,-877.235,5648.79,203.624,7.90574,32.7452,-237.407,1004.87,11812.9,-1544.94,73.0467,31.6979,-86.0653,-1423.51,-10187.1,-2027.35,-66.0962,52.8197,-150.665,7953.01,2185.32,900.246,4.95259,3.47286,-43.0559
2.6755,4337.68,1382.86,8525.86,32.3005,-15.1801,1.96979,3421.94,-2725.54,7753.24,89.9105,318.177,9.22727,-2534.67,10099.7,-407.295,-1.50677,13.2062,-28.1657,-888.297,5690.55,251.354,7.76619,33.4771,-238.471,1033.82,11735.6,-1501.14,73.8645,31.9767,-85.6873,-1442.09,-10188.6,-2044.7,-66.1196,51.6063,-150.653,7950.14,2257.68,890.209,4.50589,3.53845,-42.9926
2.676,4324.2,1397.07,8534.2,32.004,-14.982,1.97616,3447.78,-2695.76,7769.49,90.5016,318.71,8.98546,-2530.01,10097.7,-381.117,-1.34534,12.8668,-28.0869,-930.534,5733.24,276.979,7.65801,34.0906,-239.468,1061.59,11676.7,-1469.36,74.771,32.0295,-85.1764,-1492.41,-10192.8,-2050.09,-65.7966,50.7877,-150.758,7962.63,2318.04,873.171,3.80362,3.60606,-42.8285
2.6765,4308.58,1408.74,8545.46,31.6863,-14.7947,1.9962,3473.42,-2663.23,7785.58,91.0534,319.226,8.73375,-2524.06,10094.7,-353.301,-1.17545,12.5223,-28.0071,-976.667,5776.05,299.841,7.55376,34.6894,-240.456,1089.22,11620.2,-1439.08,75.6885,32.0541,-84.6489,-1546.7,-10197.3,-2053.98,-65.4304,50.0183,-150.877,7977.04,2376.9,855.257,3.0694,3.67392,-42.6519
2.677,4292.96,1420.4,8556.71,31.3686,-14.6073,2.01624,3499.06,-2630.7,7801.67,91.6052,319.742,8.48205,-2518.12,10091.7,-325.486,-1.00556,12.1777,-27.9274,-1022.8,5818.86,322.704,7.4495,35.2881,-241.445,1116.84,11563.6,-1408.8,76.6061,32.0787,-84.1213,-1600.99,-10201.8,-2057.87,-65.0642,49.2489,-150.997,7991.46,2435.75,837.344,2.33519,3.74178,-42.4752
2.6775,4277.34,1432.07,8567.97,31.0509,-14.4199,2.03627,3524.7,-2598.17,7817.76,92.157,320.258,8.23035,-2512.18,10088.7,-297.67,-0.835662,11.8332,-27.8476,-1068.93,5861.67,345.566,7.34524,35.8869,-242.433,1144.47,11507.0,-1378.52,77.5236,32.1032,-83.5938,-1655.28,-10206.3,-2061.76,-64.698,48.4796,-151.116,8005.87,2494.61,819.431,1.60097,3.80964,-42.2986
2.678,4261.71,1443.74,8579.23,30.7332,-14.2326,2.05631,3550.34,-2565.64,7833.86,92.7088,320.773,7.97864,-2506.23,10085.8,-269.855,-0.665768,11.4886,-27.7678,-1115.07,5904.49,368.428,7.24099,36.4856,-243.421,1172.09,11450.5,-1348.24,78.4412,32.1278,-83.0662,-1709.57,-10210.8,-2065.65,-64.3318,47.7102,-151.235,8020.28,2553.47,801.517,0.866755,3.8775,-42.122
2.6785,4246.09,1455.41,8590.48,30.4155,-14.0452,2.07635,3575.98,-2533.11,7849.95,93.2606,321.289,7.72694,-2500.29,10082.8,-242.039,-0.495875,11.1441,-27.688,-1161.2,5947.3,391.291,7.13673,37.0844,-244.41,1199.71,11393.9,-1317.96,79.3587,32.1524,-82.5387,-1763.86,-10215.3,-2069.54,-63.9656,46.9409,-151.355,8034.7,2612.33,783.604,0.132539,3.94536,-41.9453
2.679,4230.47,1467.08,8601.74,30.0979,-13.8578,2.09639,3601.63,-2500.58,7866.04,93.8124,321.805,7.47523,-2494.34,10079.8,-214.224,-0.325981,10.7995,-27.6082,-1207.33,5990.11,414.153,7.03248,37.6831,-245.398,1227.34,11337.4,-1287.68,80.2763,32.1769,-82.0111,-1818.15,-10219.9,-2073.43,-63.5994,46.1715,-151.474,8049.11,2671.19,765.69,-0.601676,4.01322,-41.7687
2.6795,4214.85,1478.75,8613.0,29.7802,-13.6705,2.11643,3627.27,-2468.05,7882.13,94.3642,322.321,7.22353,-2488.4,10076.8,-186.408,-0.156088,10.455,-27.5284,-1253.47,6032.92,437.015,6.92822,38.2819,-246.386,1254.96,11280.8,-1257.41,81.1938,32.2015,-81.4836,-1872.44,-10224.4,-2077.33,-63.2331,45.4021,-151.593,8063.52,2730.04,747.777,-1.33589,4.08108,-41.592
2.68,4199.23,1490.41,8624.25,29.4625,-13.4831,2.13647,3652.91,-2435.52,7898.23,94.916,322.836,6.97183,-2482.45,10073.9,-158.593,0.0138055,10.1104,-27.4486,-1299.6,6075.73,459.877,6.82397,38.8806,-247.375,1282.58,11224.3,-1227.13,82.1114,32.2261,-80.9561,-1926.72,-10228.9,-2081.22,-62.8669,44.6328,-151.712,8077.94,2788.9,729.864,-2.07011,4.14894,-41.4154
2.6805,4193.46,1522.82,8633.51,29.1844,-13.4204,2.15707,3676.06,-2374.21,7913.55,95.1131,323.483,6.48605,-2473.27,10078.6,-142.257,0.14054,9.8477,-27.3935,-1316.52,6111.74,481.936,6.71627,39.2627,-248.368,1301.22,11138.7,-1201.72,82.7669,32.1215,-80.4438,-1972.1,-10210.0,-2092.82,-62.4893,44.4352,-151.844,8103.1,2823.52,711.349,-2.94588,4.3308,-41.2905
2.681,4187.68,1555.23,8642.76,28.9064,-13.3577,2.17768,3699.21,-2312.89,7928.87,95.3101,324.13,6.00027,-2464.09,10083.4,-125.922,0.267274,9.58499,-27.3383,-1333.44,6147.76,503.996,6.60857,39.6448,-249.361,1319.86,11053.2,-1176.31,83.4223,32.0169,-79.9316,-2017.47,-10191.1,-2104.43,-62.1118,44.2376,-151.976,8128.26,2858.15,692.835,-3.82165,4.51266,-41.1656
