Time,RFoot_accel.x,RFoot_accel.y,RFoot_accel.z,RFoot_gyro.x,RFoot_gyro.y,RFoot_gyro.z,LFoot_accel.x,LFoot_accel.y,LFoot_accel.z,LFoot_gyro.x,LFoot_gyro.y,LFoot_gyro.z,RShank_accel.x,RShank_accel.y,RShank_accel.z,RShank_gyro.x,RShank_gyro.y,RShank_gyro.z,LShank_accel.x,LShank_accel.y,LShank_accel.z,LShank_gyro.x,LShank_gyro.y,LShank_gyro.z,RThigh_accel.x,RThigh_accel.y,RThigh_accel.z,RThigh_gyro.x,RThigh_gyro.y,RThigh_gyro.z,LThigh_accel.x,LThigh_accel.y,LThigh_accel.z,LThigh_gyro.x,LThigh_gyro.y,LThigh_gyro.z,Pelvis_accel.x,Pelvis_accel.y,Pelvis_accel.z,Pelvis_gyro.x,Pelvis_gyro.y,Pelvis_gyro.z
1.71,2363.28,11248.7,6919.35,79.1809,-520.025,289.661,-2468.12,12403.2,-773.082,134.197,-39.995,-91.8486,68.7722,12495.9,370.583,5.27852,17.8489,-54.2053,5070.42,-1118.7,9764.19,-19.5719,1.63124,9.51178,4357.49,-15487.1,-5779.59,52.7781,-141.699,167.353,13079.7,-1483.69,4346.6,-12.042,19.3399,37.2875,-5697.04,-12842.6,6153.81,93.3082,-121.517,-60.9423
1.711,2262.91,11182.6,7063.08,81.3077,-522.707,292.991,-2502.23,13049.9,-1091.26,136.938,-40.3492,-92.94,64.3141,12388.5,239.992,6.88034,19.348,-52.7606,5175.26,-1119.85,9664.61,-21.5573,1.18007,10.1838,4607.83,-15304.8,-5758.73,52.9082,-140.031,166.233,12953.4,-1307.87,4339.33,-11.5185,21.5246,36.6997,-5884.53,-12719.8,5943.86,93.3954,-124.848,-63.155
1.712,2110.82,10590.9,7238.88,84.6565,-526.98,294.78,-2558.92,13746.7,-1402.38,137.728,-38.6564,-93.0545,-35.5973,12278.3,168.13,8.34379,20.2723,-50.8478,5083.68,-1177.39,9597.13,-23.2605,0.758466,10.4868,4946.79,-15187.8,-5398.18,53.1392,-139.95,164.541,12806.0,-1113.26,4327.32,-11.0055,23.2991,35.8941,-6057.81,-12598.6,5657.34,92.8566,-128.009,-65.3029
1.713,1952.28,9933.5,7418.69,88.1581,-531.452,296.377,-2618.42,14449.8,-1712.61,138.274,-36.7076,-93.0469,-147.44,12167.7,103.609,9.78994,21.1247,-48.8764,4967.55,-1241.99,9533.66,-24.9285,0.340552,10.7437,5296.84,-15079.0,-4995.17,53.3827,-140.067,162.778,12655.9,-916.308,4314.72,-10.4937,25.0223,35.0612,-6229.32,-12477.5,5361.24,92.2394,-131.148,-67.4427
1.714,1793.73,9276.07,7598.5,91.6597,-535.924,297.974,-2677.92,15152.9,-2022.85,138.819,-34.7589,-93.0393,-259.284,12057.2,39.0886,11.2361,21.9772,-46.9051,4851.41,-1306.59,9470.2,-26.5964,-0.0773617,11.0007,5646.88,-14970.1,-4592.16,53.6263,-140.184,161.015,12505.8,-719.354,4302.12,-9.98202,26.7455,34.2284,-6400.83,-12356.5,5065.14,91.6223,-134.288,-69.5825
1.715,1635.18,8618.65,7778.31,95.1613,-540.396,299.57,-2737.43,15856.0,-2333.09,139.365,-32.8102,-93.0316,-371.127,11946.6,-25.4322,12.6823,22.8296,-44.9337,4735.28,-1371.18,9406.73,-28.2643,-0.495275,11.2576,5996.92,-14861.3,-4189.15,53.8699,-140.301,159.251,12355.7,-522.4,4289.52,-9.4703,28.4687,33.3955,-6572.34,-12235.4,4769.04,91.0052,-137.427,-71.7223
1.716,1606.87,7793.69,7815.56,99.6891,-546.191,300.048,-2822.69,16468.3,-2651.27,138.092,-30.04,-92.5093,-457.744,11847.4,-55.7444,13.8924,22.7941,-43.1726,4616.71,-1444.49,9348.66,-29.8271,-0.784126,11.4136,6255.86,-14726.7,-3682.0,54.8751,-141.717,157.622,12207.1,-317.265,4280.29,-8.83925,29.9845,32.4082,-6712.45,-12097.8,4464.16,90.17,-140.736,-73.8007
1.717,1741.36,6759.3,7674.63,105.5,-553.64,299.127,-2940.17,16967.1,-2979.37,134.543,-26.243,-91.3434,-512.829,11762.4,-43.2957,14.8074,21.6486,-41.6744,4495.11,-1528.67,9297.34,-31.2585,-0.911649,11.4434,6400.92,-14559.7,-3044.68,56.8322,-144.756,156.162,12060.3,-101.906,4275.26,-8.05906,31.241,31.2279,-6813.33,-11939.6,4148.29,89.0621,-144.256,-75.8023
1.718,1875.84,5724.92,7533.7,111.31,-561.09,298.206,-3057.64,17465.8,-3307.47,130.995,-22.446,-90.1775,-567.914,11677.3,-30.8471,15.7224,20.5032,-40.1762,4373.5,-1612.85,9246.02,-32.6898,-1.03917,11.4732,6545.99,-14392.7,-2407.36,58.7893,-147.795,154.702,11913.5,113.453,4270.23,-7.27886,32.4976,30.0476,-6914.2,-11781.4,3832.43,87.9542,-147.776,-77.8039
1.719,2010.33,4690.54,7392.77,117.121,-568.539,297.285,-3175.11,17964.6,-3635.56,127.446,-18.649,-89.0117,-622.999,11592.3,-18.3984,16.6375,19.3577,-38.678,4251.89,-1697.03,9194.7,-34.1212,-1.16669,11.503,6691.05,-14225.7,-1770.04,60.7464,-150.834,153.241,11766.7,328.813,4265.19,-6.49867,33.7541,28.8673,-7015.08,-11623.3,3516.57,86.8463,-151.297,-79.8055
