Time,RFoot_accel.x,RFoot_accel.y,RFoot_accel.z,RFoot_gyro.x,RFoot_gyro.y,RFoot_gyro.z,LFoot_accel.x,LFoot_accel.y,LFoot_accel.z,LFoot_gyro.x,LFoot_gyro.y,LFoot_gyro.z,RShank_accel.x,RShank_accel.y,RShank_accel.z,RShank_gyro.x,RShank_gyro.y,RShank_gyro.z,LShank_accel.x,LShank_accel.y,LShank_accel.z,LShank_gyro.x,LShank_gyro.y,LShank_gyro.z,RThigh_accel.x,RThigh_accel.y,RThigh_accel.z,RThigh_gyro.x,RThigh_gyro.y,RThigh_gyro.z,LThigh_accel.x,LThigh_accel.y,LThigh_accel.z,LThigh_gyro.x,LThigh_gyro.y,LThigh_gyro.z,Pelvis_accel.x,Pelvis_accel.y,Pelvis_accel.z,Pelvis_gyro.x,Pelvis_gyro.y,Pelvis_gyro.z
3.18,8957.26,4183.46,16139.2,-84.5893,388.408,58.1394,5840.4,1187.23,6824.22,30.9805,-91.6978,43.139,2999.73,17702.3,1732.57,75.2976,120.981,364.45,-1311.58,-8185.58,-1915.83,24.7851,-53.5872,61.18,-3580.22,2415.89,501.65,-8.96425,15.2603,94.2242,-1982.5,7283.52,157.584,-21.8955,24.0684,100.399,3420.44,920.585,1234.34,22.9756,8.89404,-1.27774
3.1805,9047.58,4159.71,16163.5,-84.3124,388.047,58.858,5854.81,1162.11,6835.53,30.9792,-91.4965,43.3675,2931.41,17779.6,1755.87,74.9198,121.61,364.425,-1328.92,-8223.17,-1866.69,24.8398,-53.5525,61.4095,-3581.33,2408.64,526.863,-9.00728,13.6462,93.6689,-1869.25,7333.2,162.451,-21.6952,24.1107,100.228,3448.21,879.274,1258.89,22.8818,8.63163,-1.24395
3.181,9137.89,4135.96,16187.8,-84.0356,387.686,59.5765,5869.22,1137.0,6846.84,30.9779,-91.2951,43.5961,2863.08,17856.9,1779.18,74.5419,122.238,364.4,-1346.26,-8260.75,-1817.55,24.8946,-53.5179,61.639,-3582.45,2401.38,552.077,-9.0503,12.0322,93.1137,-1756.0,7382.88,167.318,-21.4949,24.153,100.057,3475.99,837.963,1283.44,22.788,8.36923,-1.21015
3.1815,9228.2,4112.21,16212.1,-83.7588,387.325,60.2951,5883.64,1111.89,6858.15,30.9765,-91.0937,43.8246,2794.76,17934.2,1802.48,74.1641,122.867,364.375,-1363.61,-8298.33,-1768.4,24.9493,-53.4832,61.8685,-3583.57,2394.13,577.29,-9.09333,10.4181,92.5584,-1642.75,7432.56,172.185,-21.2946,24.1952,99.8868,3503.77,796.652,1308.0,22.6942,8.10682,-1.17635
3.182,9318.52,4088.45,16236.4,-83.482,386.964,61.0136,5898.05,1086.78,6869.46,30.9752,-90.8923,44.0531,2726.43,18011.6,1825.79,73.7863,123.495,364.351,-1380.95,-8335.92,-1719.26,25.0041,-53.4486,62.098,-3584.69,2386.88,602.504,-9.13635,8.80406,92.0031,-1529.5,7482.24,177.051,-21.0943,24.2375,99.7162,3531.55,755.341,1332.55,22.6004,7.84442,-1.14256
3.1825,9413.97,4069.59,16286.0,-83.3154,386.569,61.81,5905.34,1063.81,6876.76,30.9348,-90.6802,44.2696,2658.95,18104.4,1807.18,73.4651,124.272,364.271,-1396.78,-8375.36,-1681.49,25.1101,-53.4077,62.3126,-3589.3,2384.06,623.553,-9.18844,6.96663,91.4007,-1418.03,7532.05,175.615,-20.9223,24.3026,99.5206,3567.52,721.635,1337.99,22.5108,7.53753,-1.10133
3.183,9513.55,4054.64,16355.7,-83.2371,386.146,62.6686,5906.95,1042.56,6880.85,30.863,-90.4596,44.4764,2592.15,18209.7,1755.06,73.1893,125.168,364.147,-1411.4,-8416.28,-1652.83,25.2571,-53.3619,62.5153,-3596.69,2384.79,641.27,-9.24779,4.9505,90.7605,-1308.0,7581.96,169.135,-20.773,24.386,99.3051,3610.04,694.015,1328.14,22.4246,7.19504,-1.05415
3.1835,9613.13,4039.69,16425.4,-83.1587,385.722,63.5273,5908.55,1021.31,6884.93,30.7911,-90.239,44.6833,2525.35,18314.9,1702.93,72.9134,126.064,364.023,-1426.03,-8457.2,-1624.16,25.404,-53.3162,62.718,-3604.09,2385.51,658.988,-9.30713,2.93437,90.1203,-1197.96,7631.86,162.655,-20.6236,24.4694,99.0895,3652.56,666.395,1318.3,22.3385,6.85255,-1.00698
3.184,9712.71,4024.73,16495.1,-83.0804,385.299,64.3859,5910.16,1000.06,6889.02,30.7193,-90.0183,44.8901,2458.55,18420.2,1650.8,72.6375,126.96,363.899,-1440.65,-8498.12,-1595.5,25.551,-53.2704,62.9207,-3611.49,2386.24,676.706,-9.36647,0.91824,89.4801,-1087.93,7681.76,156.176,-20.4743,24.5528,98.874,3695.09,638.775,1308.45,22.2523,6.51006,-0.959804
3.1845,9812.28,4009.78,16564.8,-83.002,384.876,65.2446,5911.76,978.805,6893.1,30.6475,-89.7977,45.097,2391.75,18525.4,1598.68,72.3616,127.856,363.775,-1455.27,-8539.04,-1566.83,25.698,-53.2246,63.1234,-3618.88,2386.97,694.423,-9.42582,-1.09789,88.84,-977.894,7731.67,149.696,-20.3249,24.6362,98.6585,3737.61,611.155,1298.6,22.1661,6.16757,-0.91263
